photo_id,auto_place_id,google_place_id,accommodation_name,photo_reference,photo_url,width_px,height_px,attributions,photo_type,created_at
26,6,ChIJcVLrwD_I5zsRaaUtSlIRt1I,The Leela Mumbai - Resort Style Business Hotel,places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpfsZi4F5usV8Ey_RgIAmiuKLOe8Hp0suvjQm4DUwW_lCiMhqmOBikAChb28-1Ly2FCFaAfY1bm9n2YDDOHtF5ZymygLeh3LQU-K1avDF-p__3KblbvWwP4gQfXPjjuCNdxJ9uyJJFGbUccaw_WVfRU3RoN90BnC5wKnAjaBlDkq601HBXe87v-wvw2bBC2nqQliKlb2QExLQ8Z1TOZDNhNeYB2_3wS--3yZKNqH27UrNW1AXVWXyzIBP_25R47vIulTcfnI_xlwwtfP_6gjv7ykXatQcLtfoM3s3Ysv9nA5iw,https://places.googleapis.com/v1/places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpfsZi4F5usV8Ey_RgIAmiuKLOe8Hp0suvjQm4DUwW_lCiMhqmOBikAChb28-1Ly2FCFaAfY1bm9n2YDDOHtF5ZymygLeh3LQU-K1avDF-p__3KblbvWwP4gQfXPjjuCNdxJ9uyJJFGbUccaw_WVfRU3RoN90BnC5wKnAjaBlDkq601HBXe87v-wvw2bBC2nqQliKlb2QExLQ8Z1TOZDNhNeYB2_3wS--3yZKNqH27UrNW1AXVWXyzIBP_25R47vIulTcfnI_xlwwtfP_6gjv7ykXatQcLtfoM3s3Ysv9nA5iw/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,2553,1450,The Leela Mumbai - Resort Style Business Hotel,general,2025-09-03T10:59:18.889Z
27,6,ChIJcVLrwD_I5zsRaaUtSlIRt1I,The Leela Mumbai - Resort Style Business Hotel,places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpccDndvlP0HVuuXosQIgGQ20VclW5pUgShb3Rt0AwgJP2d_nTQRu2DdkTMSCPFNnTDhrOo59gb1-6HwISy2Aur2yvqg_WM1WIxFThk5YqyYBjWomE155-_8BGbvDwo6c87yWANEWc1dgOrtEoKn67r8NRQFLtkcKII8zPJ7xT3-KgJQ4BrNFQN8tsNkkTKrUb-O64twwSgBUSf-WZtwaP4Xp4Cppx8FXTVy4aSv1NUPS49g-MFQS1t3vJHW4mAhMV-l3D5yj0BI7SCKWoG2-Vk83kLKzhsCAxmgdLunI0PcbuCZzH1nLqoweiBoMhN6QcGhohHbjHy218CXGgG9u0-jASKNBfvkrbYEna8UScnGUdD5iu6AYppK2lI84fI0uIucQGjDUCIVjwZeXH9OIBhgrHDw6XRc1b84TxPfgJ0rAw,https://places.googleapis.com/v1/places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpccDndvlP0HVuuXosQIgGQ20VclW5pUgShb3Rt0AwgJP2d_nTQRu2DdkTMSCPFNnTDhrOo59gb1-6HwISy2Aur2yvqg_WM1WIxFThk5YqyYBjWomE155-_8BGbvDwo6c87yWANEWc1dgOrtEoKn67r8NRQFLtkcKII8zPJ7xT3-KgJQ4BrNFQN8tsNkkTKrUb-O64twwSgBUSf-WZtwaP4Xp4Cppx8FXTVy4aSv1NUPS49g-MFQS1t3vJHW4mAhMV-l3D5yj0BI7SCKWoG2-Vk83kLKzhsCAxmgdLunI0PcbuCZzH1nLqoweiBoMhN6QcGhohHbjHy218CXGgG9u0-jASKNBfvkrbYEna8UScnGUdD5iu6AYppK2lI84fI0uIucQGjDUCIVjwZeXH9OIBhgrHDw6XRc1b84TxPfgJ0rAw/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4032,3024,Saifaz Kanani,general,2025-09-03T10:59:18.889Z
28,6,ChIJcVLrwD_I5zsRaaUtSlIRt1I,The Leela Mumbai - Resort Style Business Hotel,places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpetDNmQ8RDr0sqC9wUcysTBcI6CTPTiW4mqzMQvtCDVMNMib6yn9AX4aB6-zY7KC4lScEbczf0YMq1ynJ5bAKqhdSHCsqKp3EbtUDfYwnny7Cp7q0-m813TbJKvz2MzhZjMx0diTVt7aOqc2pGrAt94kJEFZqvhFqKCW1DLNZ5-7VDNtc8QnZ_l_avO3KhbhMrogQXvDzfQKIHDQnDbs77DsKFXOunoi5M4yG_o7OtgGDaq-lw-bclKLXohhBzVFIhZJXwRkR_Uwpv0TNINynQFHzWh-6wi-rRpnJDCCVHffkN9DpOMMV7WUBLB8ZtKWgJqTEOjNEQtLB9xSWI9Wj3ogopZHH6JURBAI5beQOLRmA0jrP94C_zbkCepGgnAIzWdrE-IfuU42BNnh73g_gGjjtKcVo3sMQ30Pl9fkED4qZX5,https://places.googleapis.com/v1/places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpetDNmQ8RDr0sqC9wUcysTBcI6CTPTiW4mqzMQvtCDVMNMib6yn9AX4aB6-zY7KC4lScEbczf0YMq1ynJ5bAKqhdSHCsqKp3EbtUDfYwnny7Cp7q0-m813TbJKvz2MzhZjMx0diTVt7aOqc2pGrAt94kJEFZqvhFqKCW1DLNZ5-7VDNtc8QnZ_l_avO3KhbhMrogQXvDzfQKIHDQnDbs77DsKFXOunoi5M4yG_o7OtgGDaq-lw-bclKLXohhBzVFIhZJXwRkR_Uwpv0TNINynQFHzWh-6wi-rRpnJDCCVHffkN9DpOMMV7WUBLB8ZtKWgJqTEOjNEQtLB9xSWI9Wj3ogopZHH6JURBAI5beQOLRmA0jrP94C_zbkCepGgnAIzWdrE-IfuU42BNnh73g_gGjjtKcVo3sMQ30Pl9fkED4qZX5/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4032,3024,Varun Marathe,general,2025-09-03T10:59:18.889Z
29,6,ChIJcVLrwD_I5zsRaaUtSlIRt1I,The Leela Mumbai - Resort Style Business Hotel,places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpfHqkCgRCMuSO4EGIOeQWWIuiMhtjiFqoQQGWYU1ppLCa16gl8ajoAA7f9E1bz-LTCbc3xq7Ifm3F8cICTkNsPaHL1gcfJwx8jmEImnSlzF3YNeU8FCrUj-PFaaK0j3AX-3nrIKUKpl_QODhCYOEcFijksRAA1FF-1DoBGVrMAWD-yoqe66212wL3sh2julyjpiUvtgeWcRyRvF0ggXj-fq68Yz-yR60qwMNcDKRw78zoPYIgX1_3uLUJHVjLk8KV4F1LUT3zH77hppqZrQCPXliBTQH1fmlJDThYa2yFZSwl2u1B-iCcYB_DssIGswyXIEUtfFkyM8D5F_fMAFmq3lNAlnRNg0IUt0UoOEufOXu8YaEJNWvdmw2W3UT1GLhW-1qIZ5Z0-8MCkheL3adGvnwDa1_tSLtF9UxDI-fntTDg,https://places.googleapis.com/v1/places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpfHqkCgRCMuSO4EGIOeQWWIuiMhtjiFqoQQGWYU1ppLCa16gl8ajoAA7f9E1bz-LTCbc3xq7Ifm3F8cICTkNsPaHL1gcfJwx8jmEImnSlzF3YNeU8FCrUj-PFaaK0j3AX-3nrIKUKpl_QODhCYOEcFijksRAA1FF-1DoBGVrMAWD-yoqe66212wL3sh2julyjpiUvtgeWcRyRvF0ggXj-fq68Yz-yR60qwMNcDKRw78zoPYIgX1_3uLUJHVjLk8KV4F1LUT3zH77hppqZrQCPXliBTQH1fmlJDThYa2yFZSwl2u1B-iCcYB_DssIGswyXIEUtfFkyM8D5F_fMAFmq3lNAlnRNg0IUt0UoOEufOXu8YaEJNWvdmw2W3UT1GLhW-1qIZ5Z0-8MCkheL3adGvnwDa1_tSLtF9UxDI-fntTDg/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4000,3000,Hariharan Venkatesan,general,2025-09-03T10:59:18.889Z
30,6,ChIJcVLrwD_I5zsRaaUtSlIRt1I,The Leela Mumbai - Resort Style Business Hotel,places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpckESvCyh5H5GdyxXx2Kd3ziIWWytCLrieGsMubDHsCk6pdDdAKNVT7bxFWh9vLwc1mO6joGw2WInKUgubjqv8qm5WLZcyQRFBNuoB2qFxDatSCn3Iu-XDon1n9pZAmeO3iC29u9WSV2a4YRpdLmFyKRm28EFnJmKJ1kXLsYKTHj0zRiQTCUTJ-udxVoKDpJhmh-v5CfMSMGDITrpC2pGvpWNdI6mPGE34RgUlKUN6BOhIAwucev4vsN9InlOe1v90gGFqPQ_0yPwZIkp0Dhv9MZmy-FJomfpJupES_W0gEeA,https://places.googleapis.com/v1/places/ChIJcVLrwD_I5zsRaaUtSlIRt1I/photos/ATKogpckESvCyh5H5GdyxXx2Kd3ziIWWytCLrieGsMubDHsCk6pdDdAKNVT7bxFWh9vLwc1mO6joGw2WInKUgubjqv8qm5WLZcyQRFBNuoB2qFxDatSCn3Iu-XDon1n9pZAmeO3iC29u9WSV2a4YRpdLmFyKRm28EFnJmKJ1kXLsYKTHj0zRiQTCUTJ-udxVoKDpJhmh-v5CfMSMGDITrpC2pGvpWNdI6mPGE34RgUlKUN6BOhIAwucev4vsN9InlOe1v90gGFqPQ_0yPwZIkp0Dhv9MZmy-FJomfpJupES_W0gEeA/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,2048,1004,The Leela Mumbai - Resort Style Business Hotel,general,2025-09-03T10:59:18.889Z
31,7,ChIJH7A8Z-DP5zsRqMloyBcVlDs,Hotel Orient Regency,places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpeMUKxCnjhIoCvgNiE1Z-JLUv9Im7-9I1bCu1EQ88NKfiKpxvVUwPR90C7GYBTRLVwy3_ybNQuoXUJTS6z3QV1smaPDBYfU9RxepLaEMZzenXUfMnQ-IVdcy5X8J-6hQuWVud8G9n9MEr6y6nsdmYtZhGNxYj_pQqA7zBJy3fcc4Glno3QeJvT-DQeRo9MEOOf4tWgIW5D2rpTIgZDcKBGeIFugrpSXo0IfIMHJUgBitO_sRR68gk173OPsov0vQXhMM6yQvuoOjK3Ae5RH2o4vldklsgV_NSHXxsLcenDBesUZUuhVjZL1QX_DtCKRtxsy-pNQYCQ_0ByOOE6rRmkvzSHfEAhLBPVV2Ry7iLMHY6Ijpx4A-GRDVfIrxEoZUoYGJh9UXf2UKgA5-mOaOdEMyCdy22zFv01sFN3p2_mYVCZi,https://places.googleapis.com/v1/places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpeMUKxCnjhIoCvgNiE1Z-JLUv9Im7-9I1bCu1EQ88NKfiKpxvVUwPR90C7GYBTRLVwy3_ybNQuoXUJTS6z3QV1smaPDBYfU9RxepLaEMZzenXUfMnQ-IVdcy5X8J-6hQuWVud8G9n9MEr6y6nsdmYtZhGNxYj_pQqA7zBJy3fcc4Glno3QeJvT-DQeRo9MEOOf4tWgIW5D2rpTIgZDcKBGeIFugrpSXo0IfIMHJUgBitO_sRR68gk173OPsov0vQXhMM6yQvuoOjK3Ae5RH2o4vldklsgV_NSHXxsLcenDBesUZUuhVjZL1QX_DtCKRtxsy-pNQYCQ_0ByOOE6rRmkvzSHfEAhLBPVV2Ry7iLMHY6Ijpx4A-GRDVfIrxEoZUoYGJh9UXf2UKgA5-mOaOdEMyCdy22zFv01sFN3p2_mYVCZi/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,3604,4800,Jayhind Chauhan,general,2025-09-03T10:59:18.889Z
32,7,ChIJH7A8Z-DP5zsRqMloyBcVlDs,Hotel Orient Regency,places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpeNmHqIIbViPpwBWG4_O6_3ntttBDlEgkH5mLTMGKUTGm6K5X0-pEzE83dlElfT2TUw6R0VHw17jMzazLzxOsFmpk9Yhebn3BvF4C9ZPbpYpu_PnLAIk-TncT2pIr8dyRpJWo-XwPrVW6DDL3xQku1WPovzVoCOthCX3CyyXGZqT9eHbqXG_aMIhpkH5cTOW6dJYHmfRttS6XZUS1PRe2oFuWSuFYJxVhNdd7ZHzy3-5eQ-GQv1C8-0N1JjAZtidbFE8bdQpKQTCGAM73uI8gYPaAP0_79UhrCuoZEW9aLNtQ,https://places.googleapis.com/v1/places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpeNmHqIIbViPpwBWG4_O6_3ntttBDlEgkH5mLTMGKUTGm6K5X0-pEzE83dlElfT2TUw6R0VHw17jMzazLzxOsFmpk9Yhebn3BvF4C9ZPbpYpu_PnLAIk-TncT2pIr8dyRpJWo-XwPrVW6DDL3xQku1WPovzVoCOthCX3CyyXGZqT9eHbqXG_aMIhpkH5cTOW6dJYHmfRttS6XZUS1PRe2oFuWSuFYJxVhNdd7ZHzy3-5eQ-GQv1C8-0N1JjAZtidbFE8bdQpKQTCGAM73uI8gYPaAP0_79UhrCuoZEW9aLNtQ/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3303,Hotel Orient Regency,general,2025-09-03T10:59:18.889Z
33,7,ChIJH7A8Z-DP5zsRqMloyBcVlDs,Hotel Orient Regency,places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpdSVgHAITWBIaSeV0oJc31p-HAOjXUFQO5aUvgQhooWTwlKOy7HyGuAlXdVx7aGV53FFdwZL-zsO1nn1wH6IR1mAOovVa52aA3D6gUoNO7FocZH6m7IXNh7IUgt5PvEmY316HMKx49iXQ2Usj20Vy3Yyw9hKCq-ROGlBCcY-mUR9F8BJKgk6l0-taMZQ8EJiPxbXVkI2ZE4XbIdT0zXcOhiiNB5tpRo5ux8vL_gqQbxtEHmeP4W-CtbIOClv-0nn2LEvS0LbIO6aAoNMoClOw3kPwolDpqi-dOM6Ob0SrkRVQ,https://places.googleapis.com/v1/places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpdSVgHAITWBIaSeV0oJc31p-HAOjXUFQO5aUvgQhooWTwlKOy7HyGuAlXdVx7aGV53FFdwZL-zsO1nn1wH6IR1mAOovVa52aA3D6gUoNO7FocZH6m7IXNh7IUgt5PvEmY316HMKx49iXQ2Usj20Vy3Yyw9hKCq-ROGlBCcY-mUR9F8BJKgk6l0-taMZQ8EJiPxbXVkI2ZE4XbIdT0zXcOhiiNB5tpRo5ux8vL_gqQbxtEHmeP4W-CtbIOClv-0nn2LEvS0LbIO6aAoNMoClOw3kPwolDpqi-dOM6Ob0SrkRVQ/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,2589,Hotel Orient Regency,general,2025-09-03T10:59:18.889Z
34,7,ChIJH7A8Z-DP5zsRqMloyBcVlDs,Hotel Orient Regency,places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpfyXcrNAoXuMhgt2YR6UZ08v2_WIsO6xnZkUJFB3n-xl84knOnYaMKaGvvrDdpCoKdXANh9BOwffR6JmW1XUHJARAfSd8JLrbnt3nkXVNBBGycAr12ZOz1boQtP9ICpiWTmXzXPpwKjgt5H1ibh4pEIF1Kkstmi5Tsdwi3LU8Lg_BYo8gvvVcYIfKx7rqtRgE1Kc3oFtFK_ZdhNzSDylhblv40bvhNTOr4tJ2ap5jeeKkJp2To0XWPoOZVHObvcTwgb2prz4vsJGx7ayDsltnOITQo-pIox0_xWSg5j05TQLw,https://places.googleapis.com/v1/places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpfyXcrNAoXuMhgt2YR6UZ08v2_WIsO6xnZkUJFB3n-xl84knOnYaMKaGvvrDdpCoKdXANh9BOwffR6JmW1XUHJARAfSd8JLrbnt3nkXVNBBGycAr12ZOz1boQtP9ICpiWTmXzXPpwKjgt5H1ibh4pEIF1Kkstmi5Tsdwi3LU8Lg_BYo8gvvVcYIfKx7rqtRgE1Kc3oFtFK_ZdhNzSDylhblv40bvhNTOr4tJ2ap5jeeKkJp2To0XWPoOZVHObvcTwgb2prz4vsJGx7ayDsltnOITQo-pIox0_xWSg5j05TQLw/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3203,Hotel Orient Regency,general,2025-09-03T10:59:18.889Z
35,7,ChIJH7A8Z-DP5zsRqMloyBcVlDs,Hotel Orient Regency,places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpfCk5LxgpTqPW9KgPpa6_JFqPLKb16n5zgh4trgn8bZvpZhUEa7U27xoAPyWJBaF_jV7jbn4d6VTffWDPqhNrB37h9I7DNCG2tmc01_zh2wseS3n0Jhj69ZDVtu-o95cbuNm_t2aipbcDSwLqEcms1Nzgf-2ViA7KaBDCsC4OEsPoicBzOHxTIIaHuGMNDQZRreKeUnUSHrPUnvBK1Vg-z8EoRRVuzVMbDhHwNLgW_CoFlmBYUft3QQwJhmUJfT4wDvUDhn2RjUKaF8KHK8KLml56AtoYetqWcA9DOSYhxDjQ,https://places.googleapis.com/v1/places/ChIJH7A8Z-DP5zsRqMloyBcVlDs/photos/ATKogpfCk5LxgpTqPW9KgPpa6_JFqPLKb16n5zgh4trgn8bZvpZhUEa7U27xoAPyWJBaF_jV7jbn4d6VTffWDPqhNrB37h9I7DNCG2tmc01_zh2wseS3n0Jhj69ZDVtu-o95cbuNm_t2aipbcDSwLqEcms1Nzgf-2ViA7KaBDCsC4OEsPoicBzOHxTIIaHuGMNDQZRreKeUnUSHrPUnvBK1Vg-z8EoRRVuzVMbDhHwNLgW_CoFlmBYUft3QQwJhmUJfT4wDvUDhn2RjUKaF8KHK8KLml56AtoYetqWcA9DOSYhxDjQ/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4800,3901,Hotel Orient Regency,general,2025-09-03T10:59:18.889Z
36,8,ChIJU_mVac3J5zsRFe2Mt2GVkfI,"Ginger Mumbai, Andheri East",places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpf9e8lVahZWdXRfU5pSgXQ5RKrobDdJb2yMb-_Q7xj43-wqc3mvpu7IoqkGvpM6wE2wf3mzt00SL2a_g9wEg6C3zNvXTUSfSNb27y7umJ31VKjs2AxlSSdcMzJ62uVy9rGUEB-NtNjlf2_TAtICp_u1smRjUxFqI0hE92meC_WZ4VaC_sV3lEnJRwhQrntZaXTsyiYSE7XuCvbFnQaRdrDCoBhwO7FSA2egcZcFAmf70f1oibxhlXx_YRxcm06k9-EFe5X-7aI6xNmm4FscGow9zAkX26D-QCguhA5mbj6vhjHcg8TDQsDlmRbFV71n8RagiZFSs4PxY50aw8oXyDMFtW51tFZ6c8sCMBKRo1b_ZQBflfxFv5M3OCB9mxBZ9T-7nyHu79mxOykibPTTm3Il5amOpHEpoE0aSgjovWU,https://places.googleapis.com/v1/places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpf9e8lVahZWdXRfU5pSgXQ5RKrobDdJb2yMb-_Q7xj43-wqc3mvpu7IoqkGvpM6wE2wf3mzt00SL2a_g9wEg6C3zNvXTUSfSNb27y7umJ31VKjs2AxlSSdcMzJ62uVy9rGUEB-NtNjlf2_TAtICp_u1smRjUxFqI0hE92meC_WZ4VaC_sV3lEnJRwhQrntZaXTsyiYSE7XuCvbFnQaRdrDCoBhwO7FSA2egcZcFAmf70f1oibxhlXx_YRxcm06k9-EFe5X-7aI6xNmm4FscGow9zAkX26D-QCguhA5mbj6vhjHcg8TDQsDlmRbFV71n8RagiZFSs4PxY50aw8oXyDMFtW51tFZ6c8sCMBKRo1b_ZQBflfxFv5M3OCB9mxBZ9T-7nyHu79mxOykibPTTm3Il5amOpHEpoE0aSgjovWU/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4624,3468,Varadharajan R,general,2025-09-03T10:59:18.889Z
37,8,ChIJU_mVac3J5zsRFe2Mt2GVkfI,"Ginger Mumbai, Andheri East",places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpf4gp2lFGdOUd91ZFcyna2a5Vwxb-vo3YR8Ke0vlPvdjnf2VERXCrYBIkVWQaBWGTVqYKUJkGdjP3hKhx3D2w1_sCXSidr3CGwB8-_nYlf0XZAFOxPn_aWLyWmqGfVO_vYYNRMtW8jp7AMDCqDF5hFUhlRrEJGdH2pUCRTTE3xmjx0VYU0JgAo-dcyjCROjVIJCvD9p341j7T6NbQniS7a7wvInf_ZhXORjCB91X-ZQU9QNuUx3wTXklykVEdqdA2n4eIUf0cbyj0LnY9Q8F98I7e4je4BzVT59Rk_90f5F28GDeN_AyUHyQo4cgiJDBdBVBZUyt-WW9AqDNbMU42zJfzoJqeEf8jpfqLUnuzkiYITd6IbQVbW2zkImhcSL3qnrC5E94DafYrBZ_S5SdGQUP9YhcA8rUnYLfF8R-JJCCx37,https://places.googleapis.com/v1/places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpf4gp2lFGdOUd91ZFcyna2a5Vwxb-vo3YR8Ke0vlPvdjnf2VERXCrYBIkVWQaBWGTVqYKUJkGdjP3hKhx3D2w1_sCXSidr3CGwB8-_nYlf0XZAFOxPn_aWLyWmqGfVO_vYYNRMtW8jp7AMDCqDF5hFUhlRrEJGdH2pUCRTTE3xmjx0VYU0JgAo-dcyjCROjVIJCvD9p341j7T6NbQniS7a7wvInf_ZhXORjCB91X-ZQU9QNuUx3wTXklykVEdqdA2n4eIUf0cbyj0LnY9Q8F98I7e4je4BzVT59Rk_90f5F28GDeN_AyUHyQo4cgiJDBdBVBZUyt-WW9AqDNbMU42zJfzoJqeEf8jpfqLUnuzkiYITd6IbQVbW2zkImhcSL3qnrC5E94DafYrBZ_S5SdGQUP9YhcA8rUnYLfF8R-JJCCx37/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4000,3000,Basu Kongkham,general,2025-09-03T10:59:18.889Z
38,8,ChIJU_mVac3J5zsRFe2Mt2GVkfI,"Ginger Mumbai, Andheri East",places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpfIZmQNm7HE6AqAGjhd6rh_qVtWZBXR3y4DflDZ3R0nzsGDmOhtxpgBvQ-XwRFEJBV79KFNek1ljk381Kj-lpkUtrjN4CdazxuAlg4nrlf5MtBolASDWg7D4MFf_GD8skTqRJ6ozmxMVC_K5avsnb2NyaNTTsOLavithP0sHXchCMj8CQofmZSfN3GtMupTZbO8mraeLwsziyw1bzCmoy8tWPXvcG6CYu-zqKDdMGGiQFSmDef9y5fm_fM58EDK9-fHL-r2i77pL4nKIGPzRvwAqRblyaOJlfwLvpNRsZFRCFXzfhTk0OZdYybjeVIGZjT8lA-itc4imb5F-tewvcH9CX8ARxiBvgvcKGEpibYTxo0gRQPlUaBuV49fhd6fQzA54dL6tt-G_bW0t0WMnxyVDWDj2n9Hnm9z2HGbxXJR0Lec,https://places.googleapis.com/v1/places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpfIZmQNm7HE6AqAGjhd6rh_qVtWZBXR3y4DflDZ3R0nzsGDmOhtxpgBvQ-XwRFEJBV79KFNek1ljk381Kj-lpkUtrjN4CdazxuAlg4nrlf5MtBolASDWg7D4MFf_GD8skTqRJ6ozmxMVC_K5avsnb2NyaNTTsOLavithP0sHXchCMj8CQofmZSfN3GtMupTZbO8mraeLwsziyw1bzCmoy8tWPXvcG6CYu-zqKDdMGGiQFSmDef9y5fm_fM58EDK9-fHL-r2i77pL4nKIGPzRvwAqRblyaOJlfwLvpNRsZFRCFXzfhTk0OZdYybjeVIGZjT8lA-itc4imb5F-tewvcH9CX8ARxiBvgvcKGEpibYTxo0gRQPlUaBuV49fhd6fQzA54dL6tt-G_bW0t0WMnxyVDWDj2n9Hnm9z2HGbxXJR0Lec/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,4096,3072,krishna gandham,general,2025-09-03T10:59:18.889Z
39,8,ChIJU_mVac3J5zsRFe2Mt2GVkfI,"Ginger Mumbai, Andheri East",places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpfYNzicDO55IgKiB4QpmNcKjz-DL7ndXAfoXY6RiraHhG-nSYlKb4OLJhWPfFLNKNdi3oF5xi1QysPDDuCDdRvq3-Sd5J6ZbjsysldlG3-XAieKG3kV-H3Ddvn0Hbw8op7qkCnO0MUCg4rfQnwVZtuaBeNKc8uTwcZ_ka_ZzN0-xHm1qGeB1pwxyf0JMNuEC6XbWU5O_HV2v6W6saRsJALrfoj-dftT_wmmAbQ0BGn1H4ZsA_SYeQfxs2UAskSfFxloedvkjF-pcdmbw5Z7pWqynXlDMgSfSzZoWtwzbdrYG1Zt0ixkIt5D6ZC77WizreSFAK6_QpYrpLckOgPGE0nJNTVJuKo-VP4BLJ-NKc2U8F28XGKni8wB5vvXNXYlo64_PAluOTDc000iEuf59ZgpDPegVNEe3qoRqqrys94,https://places.googleapis.com/v1/places/ChIJU_mVac3J5zsRFe2Mt2GVkfI/photos/ATKogpfYNzicDO55IgKiB4QpmNcKjz-DL7ndXAfoXY6RiraHhG-nSYlKb4OLJhWPfFLNKNdi3oF5xi1QysPDDuCDdRvq3-Sd5J6ZbjsysldlG3-XAieKG3kV-H3Ddvn0Hbw8op7qkCnO0MUCg4rfQnwVZtuaBeNKc8uTwcZ_ka_ZzN0-xHm1qGeB1pwxyf0JMNuEC6XbWU5O_HV2v6W6saRsJALrfoj-dftT_wmmAbQ0BGn1H4ZsA_SYeQfxs2UAskSfFxloedvkjF-pcdmbw5Z7pWqynXlDMgSfSzZoWtwzbdrYG1Zt0ixkIt5D6ZC77WizreSFAK6_QpYrpLckOgPGE0nJNTVJuKo-VP4BLJ-NKc2U8F28XGKni8wB5vvXNXYlo64_PAluOTDc000iEuf59ZgpDPegVNEe3qoRqqrys94/media?key=AIzaSyDyqwGKuJMYC1pHldpSjtJwDnOTXbp7ZNk&maxWidthPx=800&maxHeightPx=600,3072,4096,ANKIT BERAWALA,general,2025-09-03T10:59:18.889Z
