review_id,auto_place_id,google_place_id,accommodation_name,author_name,author_photo_url,rating,review_text,original_language,translated_text,publish_time,relative_time,created_at
48,10,ChIJIagRS-nI5zsRGLstOKTvrHQ,"Trident, Bandra Kurla, Mumbai",KABIR PATEL,,5,"I recently had the pleasure of staying at this outstanding 5-star hotel, and I can confidently say it was an excellent experience from start to finish.  The room was immaculate, well-appointed, and offered a stunning view that made every morning feel like a postcard moment. The housekeeping team clearly pays attention to detail, as everything was spotless and thoughtfully arranged.  What truly stood out was the exceptional staff — warm, professional, and always ready to assist with a smile. Whether it was the front desk, room service, or housekeeping, every interaction was marked by genuine hospitality.  The breakfast buffet was an experience in itself. From continental classics to Indian specialties and live counters, they had every dish you could imagine, and everything was fresh, flavorful, and beautifully presented. It's the kind of breakfast that makes you want to set your alarm early.  The swimming pool was another highlight — clean, well-maintained, and the perfect place to unwind after a busy day.  Another thoughtful touch was the shuttle service to the BKC area, which made commuting for meetings incredibly convenient.  All in all, this hotel nails the balance between luxury, comfort, and service. Whether you’re here for business or leisure, it’s a place where you feel truly looked after. Highly recommended and worth every star.",en,,2025-07-20T13:23:06.158463822Z,,2025-09-03T10:59:18.890Z
49,10,ChIJIagRS-nI5zsRGLstOKTvrHQ,"Trident, Bandra Kurla, Mumbai",Tanishq Singh,,5,"From the moment I walked in, everything was just perfect. The atmosphere was cozy and welcoming, the staff was polite and attentive, and the service was prompt. The food was full of flavor and clearly made with care and quality ingredients.  It’s rare to find a place that delivers on both taste and hospitality, but this one truly does. A wonderful spot for a relaxed meal or a special night out. Highly recommended!",en,,2025-07-19T13:47:08.028039498Z,,2025-09-03T10:59:18.890Z
50,10,ChIJIagRS-nI5zsRGLstOKTvrHQ,"Trident, Bandra Kurla, Mumbai",thakur prince raghav,,5,"I had an absolutely amazing experience at this hotel! From the moment I arrived, the staff was incredibly welcoming and professional. The check-in process was smooth and quick, and I immediately felt at home.  The room was spotless, well-decorated, and very comfortable. Everything from the bed linens to the bathroom amenities was top-notch. The view from my window was stunning and added to the overall relaxing vibe.  The service was excellent throughout my stay — every request was handled promptly with a smile. The housekeeping staff kept everything in perfect condition, and the restaurant served delicious food with a great variety of options.  The location was also perfect — close to everything I needed yet peaceful and quiet for a restful night.  Highly recommended! I will definitely be coming back and recommending it to friends and family.",en,,2025-07-11T09:21:38.635821900Z,,2025-09-03T10:59:18.890Z
51,11,ChIJEz8BQETI5zsR2JmxqBO2X1w,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",Prathamesh Shelar,,5,"I recently had the pleasure of staying at ITC Grand Central, and I must say, the experience exceeded my expectations in every way. From the warm welcome at check-in to the attentive service throughout my stay, everything was handled with great professionalism and care.  I would especially like to thank Shafugta from the Guest Relations team for her exceptional support. Her thoughtful assistance and kind demeanor truly made a difference and added a personal touch to my stay. She was always approachable and ensured that all my needs were met promptly and graciously.  The property itself is elegant and well-maintained, with a perfect blend of heritage charm and modern comfort. The dining options, amenities, and overall ambiance made my stay both relaxing and memorable.  Thank you to the entire team at ITC Grand Central for such a wonderful hospitality experience. I look forward to returning soon!",en,,2025-07-28T15:43:32.322058443Z,,2025-09-03T10:59:18.890Z
52,11,ChIJEz8BQETI5zsR2JmxqBO2X1w,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",Prajakta Barge,,5,"Had a fantastic stay at ITC Grand Central. The rooms were elegant and spotless, with great views and premium amenities. Staff were incredibly courteous and made everything seamless. The breakfast buffet had a great variety. The location is central yet peaceful, and facilities like the pool and spa were top-notch. Highly recommend for both business and leisure travelers!  I would like to thank Ms. Shagufta from guest relations team for taking care of stay she made my Birthday special by decorating my room thanks a ton to her :)",en,,2025-07-28T17:21:27.774817449Z,,2025-09-03T10:59:18.890Z
53,11,ChIJEz8BQETI5zsR2JmxqBO2X1w,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",Rishi Salekar,,5,"Had a fantastic stay at ITC Grand Central. The rooms were elegant and spotless, with great views and premium amenities. Staff were incredibly courteous and made everything seamless. The food at Kebabs & Kurries was outstanding, and the breakfast buffet had a great variety. The location is central yet peaceful, and facilities like the pool and spa were top-notch. Highly recommend for both business and leisure travelers!",en,,2025-07-15T06:14:36.579285414Z,,2025-09-03T10:59:18.890Z
54,11,ChIJEz8BQETI5zsR2JmxqBO2X1w,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",Isma KL,,5,Love the hotel. Check in was fast. Breakfast spread was great. More intercontinental menu would be even better. Room service is fast within 30 minutes but please expect pricey rate since it is 5 star rated hotel and it is Mumbai.,en,,2025-07-20T10:18:52.134871168Z,,2025-09-03T10:59:18.891Z
55,11,ChIJEz8BQETI5zsR2JmxqBO2X1w,"ITC Grand Central, a Luxury Collection Hotel, Mumbai",Sweta Upadhyay,,5,"I recently enjoyed a staycation with my daughter at ITC Grand Central, and it was a truly memorable experience. The room was immaculate thanks to the excellent housekeeping team, and room service was always prompt and courteous. Dining at the hotel was a delight — the food was delicious, and the staff was warm and attentive, even offering kid-friendly options that my daughter loved. The hospitality throughout our stay was exceptional. Every staff member we interacted with was polite, professional, and genuinely welcoming. We also indulged in the spa and salon services, which were relaxing and rejuvenating. The concierge team was incredibly helpful in suggesting activities perfect for a mother-daughter getaway. Overall, the staff’s warmth and attention to detail made our stay feel truly special. Highly recommended for anyone looking for a luxurious and family-friendly escape in Mumbai!",en,,2025-06-03T12:34:47.023036Z,,2025-09-03T10:59:18.891Z
56,12,ChIJ____b8DR5zsRVz_XpIUEKcA,"The Taj Mahal Palace, Mumbai",Raju Chekuri,,5,Struggled reach the hotel from airport but after reaching we are received with all the pomp and gaiety that is unique to Taj group of hotels. We are specially treated because of wedding anniversary. Manager Mukesh Pardesi is exceptionally good.,en,,2025-08-27T07:15:08.542091067Z,,2025-09-03T10:59:18.891Z
57,12,ChIJ____b8DR5zsRVz_XpIUEKcA,"The Taj Mahal Palace, Mumbai",aarthi kannan,,5,I went for an event so didn't experience the room. The lead chef screamed at the serve girl before everyone.. such a shame ... I didn't expect Taj to treat their employees so rudely before guest..,en,,2025-08-22T06:45:12.424530162Z,,2025-09-03T10:59:18.891Z
58,12,ChIJ____b8DR5zsRVz_XpIUEKcA,"The Taj Mahal Palace, Mumbai",Vignesh Ggopalarkriishnan,,5,Excellent masterpiece landmark of Mumbai. Tata's iconic presence in front of the gateway of India.,en,,2025-08-18T01:14:23.972216452Z,,2025-09-03T10:59:18.891Z
59,12,ChIJ____b8DR5zsRVz_XpIUEKcA,"The Taj Mahal Palace, Mumbai",Prashant Bohra,,5,Rooms are too small even for a suit... though it has an antique feel with paintings and fans from the last century ..,en,,2025-07-17T02:26:40.456839511Z,,2025-09-03T10:59:18.891Z
60,12,ChIJ____b8DR5zsRVz_XpIUEKcA,"The Taj Mahal Palace, Mumbai",Aftab Mohammed,,5,"Fantastic hotel, Great food, great location. Excellent service. All in all - A day to remember.",en,,2025-07-15T08:30:54.829863318Z,,2025-09-03T10:59:18.891Z
61,13,ChIJ____b-nR5zsRwb4q2GWqXjg,"The Oberoi, Mumbai",Vandna Prajapati,,5,"The hotel offered exceptional service, spotless rooms, and a welcoming atmosphere. The staff was attentive and friendly, making check-in seamless. The location was perfect—close to attractions yet quiet. The breakfast buffet was diverse and delicious. Overall, a wonderful stay that exceeded expectations. Highly recommended for comfort, convenience, and hospitality.",en,,2025-07-19T10:11:55.646836025Z,,2025-09-03T10:59:18.891Z
62,13,ChIJ____b-nR5zsRwb4q2GWqXjg,"The Oberoi, Mumbai",Deepak Kumar,,5,"I would like to express my appreciation for your hospitality during my recent stay at your hotel. The facilities provided were very good, and the overall services were excellent. I am highly satisfied with the arrangements and courteous behavior of the staff.",en,,2025-08-20T10:16:18.800417258Z,,2025-09-03T10:59:18.891Z
63,13,ChIJ____b-nR5zsRwb4q2GWqXjg,"The Oberoi, Mumbai",KOVID SAXENA,,5,"had a wonderful experience at this hotel .The rooms were clean, spacious, and well-maintained. The staff was incredibly polite and helpful throughout my stay. The food was delicious, and the location was perfect for getting around the city. I especially appreciated the attention to detail and prompt service. Will definitely stay here again!",en,,2025-07-14T03:40:37.908864064Z,,2025-09-03T10:59:18.891Z
64,13,ChIJ____b-nR5zsRwb4q2GWqXjg,"The Oberoi, Mumbai",Abhijit Patil,,5,"Stayed here for a night. Amazing experience.  Service is impeccable.  Rooms are awesome with a great view of Arabian Sea and Queens necklace.  Food is amazing, too. Breakfast spread is good.",en,,2025-07-28T06:04:08.956029784Z,,2025-09-03T10:59:18.891Z
65,13,ChIJ____b-nR5zsRwb4q2GWqXjg,"The Oberoi, Mumbai",Don't use,,5,"I recently had the pleasure of staying at this hotel, and it truly exceeded my expectations. The staff were friendly and accommodating, ensuring a seamless check-in process. The room was spacious, clean, and comfortable, with stunning views of the city.",en,,2025-07-03T04:30:20.057393465Z,,2025-09-03T10:59:18.891Z
66,14,ChIJWYnyhWrI5zsRh1tnwbNIHis,The Lalit Mumbai,Nish,,4,Rooms need to be brighter. The hotel offers classic view. Restaurant offered no special taste or menu. The servers at restaurant do not offer attention to guests. I had to call them many times till someone turned up.,en,,2025-08-23T07:54:36.825095950Z,,2025-09-03T10:59:18.891Z
67,14,ChIJWYnyhWrI5zsRh1tnwbNIHis,The Lalit Mumbai,Anu Mishra,,1,"I’m currently staying at Hotel Lalit and unfortunately, the experience so far has been far from what one expects from a so-called 5-star property. The service has been consistently poor — dialing ‘0’ for assistance goes unanswered, the front desk is uninterested and slow, and overall responsiveness is lacking.  One of the restaurants was entirely empty, with no staff in sight. I had to physically walk over to an adjacent space to find someone to serve. The soda was served warm, and when questioned, staff candidly admitted that cost-cutting measures were the reason behind such lapses. And did nothing about it! It was evident they were not expecting guests, which is alarming for any hospitality business, let alone one advertising itself as a premium hotel.  The furniture feels dated, and while the bathrooms are acceptable, nothing about the property justifies a 5-star rating. If this hotel had claimed to be a 3-star, I wouldn’t have felt compelled to leave a review — my expectations would have been set accordingly. But this level of service and preparedness is simply misleading and unacceptable under a 5-star banner. In the age of digital bookings, we rely on pictures and rating to make our decisions.  That said, I do feel for the staff trying to make do in an environment clearly hampered by underinvestment and poor management decisions. The issue here isn’t their intent, but a system that leaves them unsupported and guests disappointed.  Would not recommend unless major improvements are made — or unless you’re booking with 3-star (or 2.5) expectations.",en,,2025-07-21T23:16:08.926807889Z,,2025-09-03T10:59:18.891Z
68,14,ChIJWYnyhWrI5zsRh1tnwbNIHis,The Lalit Mumbai,Amisha Patel,,3,"We recently stayed at The Lalit Mumbai and, unfortunately, it fell short of expectations. While it may have once been a 5-star property, it no longer feels like one.  The rooms are quite outdated, and the bathroom was particularly concerning — there was visible pink slime in the shower and around the sink, which suggests bacterial growth (likely pseudomonas). It makes you question whether proper cleaning agents like bleach are being used by housekeeping.  I booked a room for two adults and a child via Booking.com, clearly mentioning all specifications, yet was unexpectedly charged extra upon check-in. The front desk staff were unwelcoming and not helpful at all, which left a sour first impression.  On a positive note, the concierge team was excellent — helpful, professional, and truly the highlight of our experience in terms of service.  We arrived late around 11pm and opted for room service. Unfortunately, the food was cold, and no condiments were provided with our side of fries. The egg sandwich, spaghetti, and paneer dish were all underwhelming in terms of quality and presentation.  During checkout, I overheard another guest also voicing complaints, which confirmed that our experience wasn’t isolated.  Overall, this hotel seems more deserving of a 3-star rating at most. It’s disappointing to see how much it has declined. For the premium prices charged, guests should expect much better standards across the board",en,,2025-04-22T09:50:25.741211Z,,2025-09-03T10:59:18.891Z
69,14,ChIJWYnyhWrI5zsRh1tnwbNIHis,The Lalit Mumbai,Ajit Kumar K,,5,"The Lalit Mumbai impresses with its spacious rooms, elegant lobby, and excellent amenities including a pool, spa, and well-equipped gym. Service throughout the property is warm and professional, making guests feel welcome. The highlight for many is the dining experience — the dinner buffet offers a lavish spread of flavorful dishes and indulgent desserts, while the breakfast buffet delights with fresh, diverse options and live counters. A stay here is both comfortable and delicious.",en,,2025-08-10T17:04:21.911283905Z,,2025-09-03T10:59:18.891Z
70,14,ChIJWYnyhWrI5zsRh1tnwbNIHis,The Lalit Mumbai,Gunjan J,,1,"This was by far the worst hotel experience I’ve ever had. The rooms were dirty, smelly, and poorly maintained. The staff was rude and unprofessional, showing zero interest in helping guests. Basic facilities like hot water and Wi-Fi didn’t work properly. The food was tasteless and unhygienic. On top of that, the overall atmosphere felt unsafe and uncomfortable. I would strongly advise everyone to avoid this hotel – a complete waste of money and time.",en,,2025-08-29T07:04:44.411035294Z,,2025-09-03T10:59:18.891Z
71,15,ChIJDbX5h57J5zsR7sCOdb9Cl3U,Hotel Apex International,Shanica Roy,,1,"The worst hotel you can possibility think of. The room and the bathroom is absolutely dirty. Sink has no water. There are cockroaches in the room. I had to leave within a few hours because of this. They didn’t give me the refund of the next day which was already prepaid. Even after requesting so many times, they denied to provide the refund even though I left and didn’t stay for the day.",en,,2025-06-19T20:16:20.516613727Z,,2025-09-03T10:59:18.891Z
72,15,ChIJDbX5h57J5zsR7sCOdb9Cl3U,Hotel Apex International,Dharmendra Rawat,,1,"Entrance area is full of mud and scrap surrounded with welding shop, lathe shop with narrow passage. Reception is full of foul smell and staffs are very rude. Rooms are dirty and washroom was terrible. Full of cockroach and mosquitos. I have checked within an hour. I request to travellers please don't go for this property don't waste your hard earned money on this type of shitty place.",en,,2025-08-14T13:32:30.026104018Z,,2025-09-03T10:59:18.891Z
73,15,ChIJDbX5h57J5zsR7sCOdb9Cl3U,Hotel Apex International,Ganesh Ubale,,1,"I had a very disappointing experience during my stay. The room was extremely unhygienic and not well-maintained. The manager had assured us that hot water would be available in the morning, but later claimed there was an issue with our room and asked us to use a different room just for bathing. I’ve attached a video of the room for reference.",en,,2025-05-23T16:44:47.592387Z,,2025-09-03T10:59:18.891Z
74,15,ChIJDbX5h57J5zsR7sCOdb9Cl3U,Hotel Apex International,Veda Ranjith,,1,"Stay away from this hotel! This is by far the worst hotel I’ve experienced in Mumbai. The room had a terrible odor, and the bathroom ceiling was leaking heavily. When I requested hot water, I was told that the entire hotel had no hot water available.  Basic amenities were completely missing—no towels, no tissues, no hot water, no TV, and even the washrooms were not cleaned properly.  For a place that lacks even the most essential facilities, the prices they charge are completely unjustified.",en,,2025-03-21T02:55:50.342106Z,,2025-09-03T10:59:18.891Z
75,15,ChIJDbX5h57J5zsR7sCOdb9Cl3U,Hotel Apex International,Ayushman,,3,"Hotel is affordable and at a good location near airport, but rooms are old and doesn't have basic working amenities some rooms are decent some are really bad please cross verify before booking a room here",en,,2025-06-21T16:03:56.673793955Z,,2025-09-03T10:59:18.891Z
76,16,ChIJ2X2HJRfI5zsR2JjzHC6yVig,Shahana Guest House,Jyoti Makkar,,5,The food is delicious.. amazing facility and very coperative staff. One must try😇,en,,2025-04-07T08:35:19.796900Z,,2025-09-03T10:59:18.891Z
77,16,ChIJ2X2HJRfI5zsR2JjzHC6yVig,Shahana Guest House,Bishnu charan Patra,,1,Please don't opt for this hotel. They show fake photos of their hotel in Google but when you reach the destination it's completely different. The staffs are very rude they don't co-operate at all. Over phone they will fix a price but while reaching the destination they will take extra charge from you. Rooms are very small even two person cannot be adjusted in a room. Washroom are not clean at all. Flush doesn't work. Bed and mattress are very dirty. Suffocating issue in the rooms. Ac doesn't work in the rooms if you will complain they will fight with you argue with you saying that this is Mumbai and things are like this here but will take full charge of the rooms. Staffs are very rude. Hotel is not at all suitable for ladies and girl child. Please don't prefer this hotel at all. Andheri has lot more hotels go to that but don't choose this hotel. Stay safe from these frauds.,en,,2024-05-24T16:20:22.570849Z,,2025-09-03T10:59:18.891Z
78,16,ChIJ2X2HJRfI5zsR2JjzHC6yVig,Shahana Guest House,Biswash Kumar Patra,,1,Please don't go to this hotel. Waste of money. Air conditioning doesn't work here.  Very small room that even 2 person cannot stay in one room. It's a request to all if you are visiting Mumbai don't go for this hotel by looking at their price. Very unhygienic Washrooms are not clean at all. They even fought with us when their ac stopped working at mid night. Very poor service . Please don't go for it. Inside the rooms you will feel suffocating as no ventilation at all and very small rooms without proper cleaning. Add some more money and go for some other hotels nearby.,en,,2024-05-21T10:45:55.388091Z,,2025-09-03T10:59:18.891Z
79,16,ChIJ2X2HJRfI5zsR2JjzHC6yVig,Shahana Guest House,priyanka Panda,,1,"Very bad experience. Please don't go to this hotel at all. They show fake photos in google but reality is very different. Very small rooms Very dirty, staffs were just arguing with the customer all the time. Service Very bad. They have 3 owners and every owner has its own rule. In my room there was no washroom, ac stopped working. Very rude behaviour by the staffs... Please i request go to some other dormitory but don't go to this dirty place. Very poor Service, dirty rooms, Infact Very smelly with insects in the bed. Prefer hotel nest and rest in andheri east.",en,,2024-05-22T10:25:02.999002Z,,2025-09-03T10:59:18.891Z
80,16,ChIJ2X2HJRfI5zsR2JjzHC6yVig,Shahana Guest House,Rinki Shukla,,1,"Very bad hotel. Smelly rooms, very bad behaviour by staffs. Ac doesn't work in rooms. They show fake photos in Google. Not safe for girls. Please don't prefer this hotel. Go for nest and rest at Andheri. Electricity issue. Washrooms are not clean enough. Flush doesn't work.",en,,2024-07-02T04:06:30.599422Z,,2025-09-03T10:59:18.891Z
81,17,ChIJqfw_YK7J5zsRPeDRXLA4dIk,THE BEST HOTEL MUMBAI,Adriano S.,,1,"The staff was really nice. But that's about it.  First, my bathroom was full of mosquitoes since there was an opening hole for them. I always had to make sure that I didn't leave the light on there. The door to the bathroom also wasn't able to close fully, so they would also come into my sleeping room. But the worst thing in there was that at some daytime you could hear a bigger animal above the ceiling of the bathroom. I was always afraid a rat or something could crash in. However, I stayed because of budget reasons.  The next blow didn't wait for long. I felt a little bit sick after the first night with the aircon on. Didn't think much about it. But after the second night I was totally sick and needed to recover in that hotel room with no aircon since it obviously hadn't been cleaned and made people sick. I never had a problem with getting sick from an ac and have travelled over 9 months in tropical countries. The health issues clearly must have been from an uncleaned ac.  As soon as I was able to go, I followed Indian friends' advice and booked a reputable hotel. It was worth it.",en,,2025-05-17T10:16:48.521917Z,,2025-09-03T10:59:18.891Z
82,17,ChIJqfw_YK7J5zsRPeDRXLA4dIk,THE BEST HOTEL MUMBAI,Nosime Pagan,,1,"HOTEL HAS ONLY ONE ROOM. HOTEL IS UNDER CONSTRUCTION. Workers work all day, making loud noises. Matress is good, very soft. In the reception, they scanned my passport because i'm foreigner, and no other hotel did that for me. Good location.",en,,2025-05-29T22:26:23.348321Z,,2025-09-03T10:59:18.891Z
83,17,ChIJqfw_YK7J5zsRPeDRXLA4dIk,THE BEST HOTEL MUMBAI,Serge Timmer,,5,"stayed here for the 3rd time now.very friendly staff. even in the middle of the night when you come from the airport😃. air conditioning, fan, hot water everything works. Wifi could be a bit better. it is certainly the best hotel in budget type. close to the airport. various shops and restaurants within 5 to 15 minutes walk. airport 15/20 minutes with Uber.",en,,2025-04-07T14:22:01.183920Z,,2025-09-03T10:59:18.891Z
84,17,ChIJqfw_YK7J5zsRPeDRXLA4dIk,THE BEST HOTEL MUMBAI,Sachin Gulve,,1,"I planned to stay here for 3 nights, but the stay was literally awful. No wifi, no hot water with broken tap. No exhaust window or fan. I complained to the manager but the person he sent to us was really rude. So we reduced our stat from 3 nights to 1 night. I would not recommend this hotel for family/couple and not even for friends group(s).",en,,2025-03-18T06:09:04.948777Z,,2025-09-03T10:59:18.891Z
85,17,ChIJqfw_YK7J5zsRPeDRXLA4dIk,THE BEST HOTEL MUMBAI,Pulkit Gupta,,4,"The hotel is good and cozy, The owner is very helpful, but to make the hotel service more promising, there should be a daily routine checklist that needs to be placed in every room like soap, shampoo and dental kits are available, clean bedsheets are used, washrooms floor and wall tiles cleaned, glass and tissue box are available at room. Sometimes few things are available or have to call reception to bring it.. overall stay in this hotel is very pleasant and welcoming",en,,2024-09-27T08:34:49.245531Z,,2025-09-03T10:59:18.891Z
86,18,ChIJuZw-9E3J5zsRBT4mXr7MPj0,Hotel Nest N Rest - Mumbai,Bhandara Gharani Printers,,5,"Good value for money good deal with complementary services such as locker with lock, towel and water. Lovely breakfast. Good location. The hotel garden is lovely and luscious. Large rooms and very clean. Clean toilets/ shower room.",en,,2024-11-11T14:01:57.928867Z,,2025-09-03T10:59:18.891Z
87,18,ChIJuZw-9E3J5zsRBT4mXr7MPj0,Hotel Nest N Rest - Mumbai,Reema Singh,,5,Clean and comfortable rooms with excellent room service. Delicious food with hygiene being maintained at priority. Excellent amenities like wifi etc. In total a wonderful place to relax,en,,2024-11-08T12:40:04.204065Z,,2025-09-03T10:59:18.891Z
88,18,ChIJuZw-9E3J5zsRBT4mXr7MPj0,Hotel Nest N Rest - Mumbai,Sumit Roy,,5,"I recently had the pleasure of staying at hotel Nest N Rest, a charming boutique hotel nestled in the bustling heart of the city. From the moment I stepped into the lobby, I was greeted by the warm and inviting ambiance that permeated the entire hotel.",en,,2024-11-10T13:58:43.912584Z,,2025-09-03T10:59:18.891Z
89,18,ChIJuZw-9E3J5zsRBT4mXr7MPj0,Hotel Nest N Rest - Mumbai,Dr. Ganesh Yadav,,2,"Room is very small though neat and clean .Staff is good.  Photograph of entrance given in the picture is imaginary and not real . The locality is crowded, dirty and unhygienic. No good  resultants or eatery nearby. This property is only booked as it is near Saki Naka metro station. I would not recommend this property for any traveller.",en,,2024-07-09T08:56:18.831731Z,,2025-09-03T10:59:18.891Z
90,18,ChIJuZw-9E3J5zsRBT4mXr7MPj0,Hotel Nest N Rest - Mumbai,Pratik Tatpuje,,4,"Rooms are clean, service is good, location crowded but good to stay for 1-2 days for more you can select another one as per my suggestion. Food is costly then nearby restaurant. Otherwise overall experience was good.",en,,2024-07-14T14:26:25.664592Z,,2025-09-03T10:59:18.891Z
91,19,ChIJT7oBsCjO5zsRsdUnWq0RgPI,Hotel O Dreamland,Syed Sameer,,1,"Terrible Experience – Avoid Unless Desperate  The rooms are completely opposite of what is shown in the pictures. I was charged ₹1250 per day for an AC room in May 2025, and when I returned just 20 days later needing a room for only 5 hours, the receptionist—clearly taking advantage of the situation—charged me ₹1500 for the same room, despite the entire hotel being practically empty.  The condition of the rooms is utterly *disgusting*. Cockroaches everywhere, broken bathroom doors, leaky ceilings, and a foul, unbearable stench due to water seepage. The place feels completely neglected and unhygienic.  It’s shameful that such hotels are allowed to operate and cheat customers like this. Only consider staying here if there is absolutely no other option left in all of Mumbai.",en,,2025-06-29T17:29:53.075569689Z,,2025-09-03T10:59:18.891Z
92,19,ChIJT7oBsCjO5zsRsdUnWq0RgPI,Hotel O Dreamland,Sanoop A,,3,I have booked this hotel ...will be checking out in person to see if I should cancel or not... Most review seeing negative  Hope it would be better Will edit review based on,en,,2025-08-22T01:32:06.104910574Z,,2025-09-03T10:59:18.891Z
93,19,ChIJT7oBsCjO5zsRsdUnWq0RgPI,Hotel O Dreamland,Mujtaba Siddiqui,,1,"The worst experience, never go to that place and don't book online, the rooms are not as advertised, full cracks and leakage everywhere avoid going to such a place who does fraud by advertising such pics and not displaying real images of the rooms, the receptionist doesn't even care he asks ""jao jaha complain karna hai Karo""",en,,2025-04-11T11:29:14.725883Z,,2025-09-03T10:59:18.891Z
94,19,ChIJT7oBsCjO5zsRsdUnWq0RgPI,Hotel O Dreamland,ricy rana,,1,Very bad staff.even rooms are not clean properly service zero pentetic experience..,en,,2025-06-09T17:58:56.636188Z,,2025-09-03T10:59:18.891Z
95,19,ChIJT7oBsCjO5zsRsdUnWq0RgPI,Hotel O Dreamland,Dr Chandan Kumar,,1,"I booked double share room, but I got single saver, the chair kept in room was broken, no shower gel provided. Light in the rooms were dim. I couldn't study the books and notes, as I had to revise the syllabus night before exams. Worst room I have ever experienced. No charger point near bed.",en,,2024-09-25T03:05:22.300109Z,,2025-09-03T10:59:18.891Z
96,20,ChIJPTiqtOjJ5zsRmKj7yM8uqHc,Hotel Milan International,Ali Memon,,1,"If I could give this place ZERO stars, I absolutely would.  This was hands down one of the worst hotel experiences I’ve ever had. From the moment I arrived, nothing went right. The staff were either rude, completely unhelpful, or nowhere to be found when needed. The room was filthy — stained sheets, a foul smell, and clear signs that it hadn’t been properly cleaned in who knows how long. Basic amenities were missing or broken, and when I brought it up at the front desk, I was met with indifference.  The noise levels were unbearable, with people yelling in the halls at all hours and absolutely no soundproofing. I didn’t feel comfortable, or respected at any point during my stay. It felt like the management simply didn’t care.  Avoid this place at all costs. I would’ve been better off sleeping in my car. This hotel doesn’t even deserve one star.",en,,2025-07-28T11:42:26.600472362Z,,2025-09-03T10:59:18.891Z
97,20,ChIJPTiqtOjJ5zsRmKj7yM8uqHc,Hotel Milan International,Aneri Patel,,5,"Great stay. Very good at this price at this location. Hardly 3 kms from bandra and bandra terminus. Clean rooms, great services... Ac fully working, they answer your call everytime and main gate open 24/7. Would definitely definitely recommend.",en,,2025-07-02T06:02:25.229006693Z,,2025-09-03T10:59:18.891Z
98,20,ChIJPTiqtOjJ5zsRmKj7yM8uqHc,Hotel Milan International,Lokesh Tatawat,,5,"Had an amazing experience at this hotel. The room was clean, modern, and comfortable. Staff were incredibly friendly and helpful throughout our stay. Great location, close to everything, and the breakfast was delicious. Highly recommend and would definitely stay again!",en,,2025-08-06T06:11:46.232490486Z,,2025-09-03T10:59:18.891Z
99,20,ChIJPTiqtOjJ5zsRmKj7yM8uqHc,Hotel Milan International,sadhik basha,,1,They are big scammers. They will provide room service(only water bottles) and immediately the service boy will collect the money that too double than MRP and later while checking out from reception again they will ask for money and the room boy will deny that he collected the amount. This has happened for three costumer in front of us including me. And also you can find room full of bedbugs. It’s not like shown in pictures,en,,2025-08-16T16:28:19.323446188Z,,2025-09-03T10:59:18.891Z
100,20,ChIJPTiqtOjJ5zsRmKj7yM8uqHc,Hotel Milan International,Kasim Shaikh,,1,"I booked a standard room for 2 adults at a discounted rate of ₹1,500 via Agoda. Unfortunately, the room had several issues:  The door lock was broken, and the alternative lock was very tight  No lock on the bathroom door  Shower tap and toilet seat cover were both damaged  No basic amenities like a kettle, glass, or even a dustbin in the bathroom  No bathroom mat was provided — we had to use the towel instead  Only one towel for two guests  The room had cockroaches and some mosquitoes  No windows — the room felt completely closed and lacked ventilation  Ongoing construction next to the room caused a lot of noise  Positives:  Hand spray in the bathroom had good water pressure  The area around the hotel was quiet  There was enough space beside the bed for two people to comfortably perform prayer  While there were a few good aspects, the condition of the room was poor. I can’t speak for other rooms, but based on this experience, I wouldn’t stay here again.",en,,2025-07-30T01:24:31.880828379Z,,2025-09-03T10:59:18.891Z
101,21,ChIJTRlPs6LJ5zsR0trkOM9CjqU,Hotel Sai Pritam,Shah Alam,,5,"I had a great experience at this hotel. It offers excellent value for money. The location is easily accessible, making travel convenient. The cleanliness of the rooms and common areas is impressive. What stood out the most was the behavior of the hotel staff — they were courteous, helpful, and always ready to assist. Highly recommended for both business and leisure travelers looking for a budget-friendly yet comfortable stay.",en,,2025-06-27T10:12:16.651676234Z,,2025-09-03T10:59:18.891Z
102,21,ChIJTRlPs6LJ5zsR0trkOM9CjqU,Hotel Sai Pritam,Gopi Krishnan,,1,"I booked for 27 to 29 July. When I checked in, no room key was given to me. I was told that there is only a master key. You can lock and go out, and call the room boy whenever you want to re-enter the room. The bed sheet was the filthiest I had ever seen in a hotel. The pillow cover and the bed sheets were used for a long time and were not washed.  The pillow itself was old and had blackened spots on it. Bedbugs and cockroaches are running all over at night. The AC remote was not working and needed to be started manually, and the water was leaking and dripping into the rooms when the AC was working. Never recommend this hotel for a decent family, I never wanted to give a star for this, but without a star, I can't post this. My rating for this hotel is a big zero; it is better to sleep at the local train station than at this hotel.",en,,2025-07-30T04:59:00.975898701Z,,2025-09-03T10:59:18.891Z
